N,P,K,temperature,humidity,ph,rainfall,label
68.84,50.49,34.56,26.82,61.46,7.05,97.87,maize
79.83,54.36,53.38,23.14,79.73,6.41,186.61,sugarcane
72.65,57.04,51.22,28.68,80.2,6.43,247.44,sugarcane
84.51,57.58,40.7,30.93,81.63,6.15,226.92,rice
49.32,43.07,37.21,31.29,37.37,7.65,25.35,pulses
81.25,49.67,46.73,26.2,79.94,6.71,135.45,rice
46.22,50.47,71.79,29.55,55.38,7.21,144.85,cotton
32.76,50.46,28.34,25.6,59.65,6.95,80.46,pulses
94.5,51.91,43.84,33.99,72.66,7.01,234.49,sugarcane
47.62,52.64,30.06,28.09,64.57,6.59,71.38,groundnut
60.57,55.9,30.67,22.74,60.35,6.32,44.74,maize
82.07,48.1,48.98,21.03,95.82,6.58,375.92,rice
73.84,41.22,41.35,28.4,92.01,6.85,253.13,rice
25.07,51.14,44.09,19.53,41.46,6.99,91.52,pulses
72.06,53.3,41.08,31.91,85.84,6.04,199.18,rice
91.67,43.41,51.32,30.65,81.6,6.17,191.7,rice
68.07,51.52,58.93,31.86,58.95,6.44,127.5,cotton
61.79,42.28,26.34,31.68,52.98,6.29,34.08,pulses
81.32,41.54,44.68,31.65,72.2,6.92,189.79,rice
48.45,46.06,54.95,25.8,60.61,7.53,74.68,cotton
70.52,57.0,34.69,19.17,53.31,6.73,78.69,maize
86.14,47.85,28.65,30.24,57.46,6.65,74.92,maize
76.22,43.44,44.54,29.39,93.6,6.17,246.64,rice
90.2,43.1,40.72,29.18,79.7,7.24,148.97,sugarcane
77.03,55.92,47.16,23.41,53.53,7.25,80.88,maize
73.48,58.28,30.13,27.13,51.51,6.77,39.01,maize
82.35,39.92,41.22,25.8,86.41,6.47,224.66,rice
61.24,40.01,45.01,33.26,49.26,7.03,75.88,millets
84.87,45.22,42.61,23.66,82.92,6.13,334.18,rice
56.84,56.16,42.01,18.75,43.46,7.62,105.91,pulses
91.97,38.12,54.31,32.04,86.41,6.43,172.03,sugarcane
77.05,50.17,42.35,32.27,75.72,6.56,148.11,rice
59.21,46.21,35.69,29.25,59.61,7.09,67.85,millets
56.28,49.8,31.14,32.39,41.56,6.88,43.73,pulses
22.7,49.24,42.81,29.57,68.65,7.23,68.38,pulses
39.91,55.36,44.9,28.03,53.77,6.58,44.78,pulses
42.57,64.45,43.62,25.04,63.51,6.25,89.13,groundnut
66.83,48.96,49.25,27.87,45.9,6.99,71.73,cotton
47.36,32.54,33.13,32.69,39.99,7.12,61.7,millets
54.47,49.01,61.93,32.04,56.33,7.21,80.63,cotton
64.64,40.46,42.99,27.49,86.42,7.04,161.43,rice
90.98,52.48,45.13,29.24,92.61,6.67,369.54,rice
83.91,42.87,33.94,29.8,93.89,7.05,242.0,rice
91.48,54.71,40.71,32.04,71.18,7.02,147.06,sugarcane
61.82,54.27,44.71,30.82,78.0,6.41,145.37,maize
94.16,51.65,39.68,32.17,70.82,6.48,82.39,sugarcane
41.28,50.04,45.35,18.38,59.85,6.64,59.36,pulses
51.03,46.56,33.53,26.99,76.76,6.34,129.37,groundnut
35.86,33.37,46.05,31.45,60.25,7.46,61.95,pulses
76.85,42.94,64.14,28.03,75.14,6.76,152.22,sugarcane
49.32,32.94,51.53,27.3,63.79,6.43,57.76,millets
35.24,40.02,33.67,27.73,57.1,6.3,34.83,pulses
40.46,46.36,43.89,30.29,56.59,6.84,70.29,groundnut
40.99,32.82,35.22,22.13,55.37,7.8,60.85,pulses
64.27,46.71,65.64,35.04,49.09,7.16,155.51,cotton
81.5,45.58,39.11,29.5,72.79,7.32,245.26,sugarcane
105.53,56.27,47.07,27.65,74.51,6.08,99.15,banana
70.53,54.5,28.18,18.88,64.58,6.76,92.12,maize
46.61,60.42,67.87,16.87,83.13,5.75,156.82,coffee
77.7,58.42,42.19,23.44,93.03,6.86,374.92,rice
53.98,40.28,27.17,20.59,62.09,6.68,83.57,pulses
98.13,49.46,56.73,28.67,73.83,6.84,286.6,sugarcane
46.85,38.12,41.46,25.31,50.9,6.69,24.89,millets
82.08,44.37,44.48,24.03,81.51,6.99,179.57,sugarcane
72.11,48.74,36.22,26.04,83.3,5.95,241.18,rice
31.6,48.19,46.04,23.14,62.37,7.1,56.26,pulses
100.65,58.23,73.52,28.86,79.75,5.86,158.71,banana
75.89,42.91,28.66,26.58,47.25,6.61,53.32,maize
72.18,47.5,54.46,35.47,53.37,6.55,157.81,cotton
84.91,39.1,34.39,28.25,77.4,6.27,250.82,rice
34.74,39.44,45.05,26.0,51.69,7.89,54.72,pulses
55.35,42.68,39.98,28.05,55.28,7.66,75.58,millets
61.95,45.22,43.75,33.68,57.18,7.17,131.38,cotton
46.88,60.8,34.73,34.35,58.97,6.48,56.59,groundnut
66.37,49.99,37.53,18.06,53.59,6.99,81.47,maize
68.19,40.96,50.83,25.38,84.8,6.47,183.18,rice
54.99,55.65,57.26,28.01,61.33,6.94,63.02,cotton
70.41,40.45,48.25,19.53,80.88,6.0,225.99,rice
81.75,45.09,43.5,26.48,85.27,6.05,172.29,rice
41.15,53.49,42.76,23.59,59.97,6.37,93.1,pulses
62.15,55.81,61.5,35.08,46.69,6.83,51.4,cotton
48.72,38.58,65.59,32.41,60.54,7.56,57.67,cotton
76.47,51.84,43.57,18.56,52.8,6.23,138.5,maize
75.44,49.87,28.17,21.08,70.41,7.15,115.27,maize
68.91,55.46,65.73,25.92,51.74,6.69,63.6,cotton
46.39,49.36,33.75,29.57,57.6,6.83,68.08,groundnut
81.62,52.26,59.26,35.74,77.24,7.21,273.43,banana
49.45,50.76,31.16,20.04,65.75,7.33,67.04,pulses
53.24,51.43,41.96,33.66,45.76,7.62,98.11,pulses
33.63,53.63,37.49,18.18,53.83,6.13,115.75,pulses
64.9,41.04,47.27,31.86,88.85,6.46,280.99,rice
74.62,53.5,41.52,30.92,91.13,6.81,269.24,rice
50.79,30.78,52.37,30.97,65.58,7.45,61.78,millets
44.19,41.0,33.59,26.83,64.2,6.76,49.43,pulses
74.52,38.25,67.23,31.87,78.39,6.11,159.57,coconut
86.05,42.46,56.29,29.48,84.55,6.95,258.96,sugarcane
55.78,39.92,41.66,36.51,46.53,7.23,47.77,millets
79.62,43.16,39.95,20.55,94.97,6.13,203.21,rice
59.68,40.46,24.08,19.53,56.3,6.59,90.56,maize
81.7,52.26,33.99,30.28,82.72,7.22,188.86,rice
49.65,28.49,48.36,34.34,55.11,6.78,90.91,millets
85.39,58.51,67.8,31.11,72.2,7.26,74.8,sugarcane
97.14,43.29,55.55,21.62,72.58,7.31,135.29,sugarcane
52.48,39.76,46.65,26.64,64.64,7.49,106.24,millets
81.19,47.91,37.12,27.63,72.36,6.41,195.25,rice
64.0,57.96,48.24,24.26,56.83,6.76,94.83,cotton
61.3,55.7,61.77,38.71,65.65,7.45,41.52,cotton
84.65,42.64,52.92,31.94,73.05,6.82,187.48,rice
43.96,31.76,43.63,30.3,56.12,7.37,72.6,millets
74.68,49.58,43.28,32.71,81.06,6.62,128.97,rice
36.45,48.78,36.18,27.41,46.84,7.57,109.28,pulses
44.28,30.78,51.63,32.74,50.36,6.57,37.57,millets
56.18,43.26,48.51,18.94,60.72,6.36,123.95,maize
65.7,38.65,37.67,27.39,91.12,6.91,232.21,rice
62.21,49.89,49.72,27.92,56.56,7.37,70.9,maize
65.25,40.61,33.83,24.34,58.0,6.26,149.29,maize
82.59,42.58,58.25,30.11,73.13,7.23,123.61,sugarcane
74.29,52.23,35.34,25.47,73.19,6.3,204.49,rice
53.35,53.18,30.36,22.27,67.8,7.34,77.98,pulses
47.49,39.94,43.03,19.12,58.56,7.01,46.82,pulses
55.81,50.5,49.06,35.93,49.69,7.43,140.64,cotton
85.09,50.77,47.63,23.02,90.76,7.05,303.07,rice
78.44,43.12,55.77,21.24,74.7,6.7,135.67,sugarcane
82.0,42.09,59.54,26.69,83.91,6.8,190.57,sugarcane
69.44,56.1,40.21,19.27,65.87,6.28,74.23,maize
69.96,53.64,36.9,21.54,90.96,6.51,340.34,rice
35.68,51.37,30.93,33.8,55.26,6.4,35.65,pulses
76.74,52.36,81.6,28.09,78.04,6.05,231.04,coconut
30.93,51.9,33.43,23.55,53.54,6.73,38.74,pulses
100.17,47.37,55.09,28.71,78.44,6.35,270.12,sugarcane
41.28,40.83,43.38,23.37,68.52,7.12,80.09,pulses
71.23,51.73,35.4,21.99,83.37,6.15,168.01,rice
93.1,44.33,38.4,26.87,92.82,6.82,263.89,rice
41.46,38.68,43.03,18.26,53.73,6.41,76.11,pulses
38.96,58.73,42.43,20.72,56.32,7.06,58.03,pulses
82.86,42.34,47.02,30.73,81.3,6.33,243.3,rice
31.8,49.62,33.89,26.82,50.34,7.63,54.82,pulses
41.08,43.15,37.81,25.57,42.38,6.7,40.52,millets
43.5,31.1,42.11,35.2,62.37,6.45,65.12,millets
40.27,38.95,45.84,29.77,66.17,7.54,96.23,pulses
60.73,42.55,43.56,28.97,47.46,7.29,60.32,cotton
68.16,56.31,34.06,27.33,92.98,7.18,329.17,rice
84.3,54.31,52.0,29.03,74.05,7.03,139.29,banana
71.26,42.3,39.76,23.71,76.8,6.11,222.87,rice
29.67,38.25,29.45,24.14,49.92,6.69,51.14,pulses
105.85,55.87,64.25,23.39,77.47,6.53,192.06,banana
75.32,48.32,45.33,30.92,54.97,7.17,110.71,maize
55.19,60.07,21.64,31.78,63.8,6.57,41.38,pulses
41.96,49.84,29.88,26.82,48.94,7.02,76.36,pulses
27.12,47.25,37.43,29.37,60.63,7.12,43.46,pulses
38.53,33.27,51.27,19.82,55.49,6.64,83.9,millets
95.7,48.76,57.21,23.57,79.45,7.34,89.58,sugarcane
85.76,50.76,45.18,21.37,88.02,5.98,148.47,rice
73.19,50.8,48.52,28.91,48.86,7.52,50.51,cotton
44.24,51.28,45.69,27.09,48.34,6.55,32.21,pulses
67.77,52.11,35.25,31.98,68.62,6.46,87.21,maize
42.87,34.46,44.15,36.6,41.18,7.55,37.43,millets
51.98,39.61,28.87,26.59,60.69,7.05,77.56,pulses
47.89,42.62,47.09,34.65,43.39,7.38,90.08,cotton
46.82,57.8,37.37,21.44,53.33,6.68,115.95,groundnut
80.9,40.21,37.37,30.1,88.21,6.91,178.09,rice
65.92,42.28,59.73,25.67,73.39,7.07,119.49,cotton
60.98,56.93,59.59,35.56,57.19,6.47,147.25,cotton
64.9,39.76,44.82,24.56,66.76,7.23,55.76,cotton
32.8,57.9,43.6,27.98,77.42,7.33,116.81,groundnut
49.57,48.32,77.12,26.56,74.26,6.36,209.33,coconut
49.06,41.04,63.52,28.98,66.72,6.56,41.35,cotton
75.92,44.91,70.56,34.98,80.32,6.74,221.29,sugarcane
46.2,39.86,30.38,19.72,59.26,7.95,30.63,pulses
81.79,52.45,46.68,29.8,66.04,6.61,122.2,rice
44.84,33.52,28.53,26.75,47.71,7.28,50.32,pulses
46.88,53.6,40.92,18.09,49.93,7.28,59.88,pulses
67.56,53.84,44.74,27.49,54.34,6.32,81.26,maize
85.06,46.9,41.09,22.66,79.92,5.82,158.29,rice
80.1,42.87,42.58,25.69,84.19,6.57,248.47,rice
53.78,42.68,37.15,22.36,56.92,6.68,118.71,groundnut
51.25,52.73,34.79,32.97,62.73,7.13,97.01,pulses
74.71,50.74,43.99,31.73,89.57,7.0,253.52,rice
61.28,59.59,59.34,35.01,60.25,6.45,107.62,cotton
71.88,45.18,43.66,21.83,74.74,6.38,179.05,rice
58.05,49.34,45.48,31.29,47.76,7.51,58.97,pulses
89.84,36.57,61.64,30.22,84.39,6.81,169.76,sugarcane
67.18,43.65,41.92,19.57,54.97,6.92,121.35,maize
85.66,45.02,36.05,29.41,92.05,5.95,293.47,rice
78.75,41.47,36.15,21.13,82.74,6.24,201.11,rice
69.44,44.83,53.5,24.7,53.26,7.23,76.05,cotton
53.73,47.44,54.08,25.68,48.75,6.76,73.25,cotton
48.64,29.94,50.51,22.14,55.64,6.54,94.97,millets
50.34,43.96,60.46,33.85,44.52,6.37,75.75,cotton
58.05,41.61,41.85,25.86,37.63,6.77,82.93,millets
42.87,63.76,31.3,24.55,75.52,6.57,105.66,groundnut
76.82,55.6,50.48,27.06,69.41,7.46,161.19,maize
42.77,44.95,26.08,32.97,65.55,7.72,58.37,pulses
46.92,46.4,43.1,27.43,62.55,6.34,118.13,groundnut
71.66,48.65,51.86,28.06,75.9,6.12,155.1,rice
59.12,57.3,51.57,23.33,65.92,6.46,147.52,cotton
64.61,54.42,36.61,24.23,73.44,7.08,77.08,maize
65.27,42.99,63.61,35.67,60.57,7.27,104.08,cotton
70.03,50.29,37.77,29.5,88.86,7.02,263.4,rice
41.26,31.44,32.29,30.16,52.01,6.61,30.98,millets
37.76,41.23,45.37,31.33,56.66,7.06,75.83,pulses
58.54,53.19,45.6,25.14,46.8,7.31,58.55,cotton
51.8,51.52,55.26,32.38,58.58,6.48,39.23,cotton
34.52,51.09,32.57,19.34,43.67,7.4,35.45,pulses
59.79,55.52,63.29,25.88,51.98,6.43,49.48,cotton
54.49,48.56,28.24,32.73,71.81,6.76,43.92,groundnut
39.02,44.17,36.63,21.74,49.62,7.41,40.87,millets
57.75,54.57,42.06,27.75,61.54,7.14,91.1,cotton
73.45,42.87,44.27,26.71,87.71,6.47,252.81,rice
46.86,50.85,34.73,30.07,60.34,6.93,89.54,pulses
28.92,61.78,39.42,32.69,44.43,7.08,123.64,pulses
73.2,52.96,47.13,30.38,53.66,7.43,80.84,maize
75.7,49.73,44.31,28.95,94.95,6.49,273.44,rice
83.09,46.13,48.02,32.26,87.01,6.93,218.01,rice
58.9,45.24,44.06,30.4,66.26,6.98,72.67,maize
79.98,48.98,53.42,21.17,84.41,7.14,325.69,rice
39.36,40.91,30.88,35.48,51.54,6.5,63.18,groundnut
84.14,45.33,52.82,33.3,71.24,6.44,192.09,sugarcane
98.48,62.03,56.24,23.81,90.29,7.14,199.43,banana
81.8,42.92,42.33,30.24,69.5,7.02,202.84,rice
62.19,45.32,38.11,22.51,64.17,7.52,40.22,millets
101.57,43.48,53.59,34.18,72.13,6.95,227.04,sugarcane
80.3,43.31,43.66,21.1,73.92,6.57,176.3,rice
53.74,46.3,41.03,23.19,67.23,6.79,118.08,cotton
23.38,48.68,33.01,22.75,57.03,6.63,87.58,pulses
70.97,43.09,37.26,21.53,79.46,6.81,333.12,rice
49.97,57.49,51.27,35.04,53.78,6.59,70.62,groundnut
45.44,38.22,39.03,35.36,64.77,7.69,62.73,millets
54.0,54.56,55.17,35.57,66.79,6.87,139.61,cotton
67.87,52.73,68.04,24.54,57.24,6.41,82.49,cotton
39.48,39.29,36.89,21.37,40.86,7.6,54.26,pulses
64.16,36.24,41.74,35.56,61.99,7.65,75.8,millets
55.76,36.59,29.26,33.71,52.87,7.63,53.23,millets
78.98,45.28,33.75,30.2,78.59,6.78,302.42,rice
55.43,46.4,63.24,32.1,47.36,6.52,67.01,cotton
98.96,46.06,41.67,33.27,70.01,7.25,175.7,sugarcane
80.99,43.82,38.66,21.79,90.45,6.08,326.2,rice
68.27,38.25,62.25,31.08,60.09,6.68,78.66,cotton
93.36,50.44,67.1,22.02,66.24,6.36,84.5,banana
52.28,37.86,32.66,28.36,61.05,7.66,84.75,millets
104.3,46.67,62.76,34.92,72.18,6.96,136.98,sugarcane
66.27,46.19,96.47,33.56,75.38,6.27,194.38,coconut
51.32,38.8,49.19,25.48,45.15,7.08,111.19,cotton
32.38,39.16,34.57,21.06,71.61,6.19,47.27,pulses
66.51,53.51,59.19,27.82,46.43,7.29,67.62,cotton
72.79,42.73,28.45,28.18,52.69,6.39,100.3,maize
71.9,37.89,77.97,34.02,92.97,6.38,198.05,coconut
52.39,57.84,43.35,36.47,57.32,6.8,93.22,cotton
50.13,48.73,61.5,23.38,91.95,5.78,188.38,coffee
66.45,49.95,56.18,33.58,54.74,7.14,61.02,cotton
72.37,52.65,42.04,24.6,56.39,7.29,110.55,maize
60.97,30.54,56.12,22.03,60.52,7.09,43.57,millets
63.61,44.87,44.68,30.18,52.44,7.61,124.24,cotton
67.74,37.49,40.36,25.1,50.06,6.37,50.61,millets
76.62,43.68,45.33,21.52,72.49,6.3,166.68,rice
68.86,49.25,31.64,18.9,61.77,5.95,152.72,maize
105.24,40.85,57.83,32.02,73.73,6.93,135.71,sugarcane
40.92,31.35,56.14,28.98,40.2,6.88,72.46,millets
52.2,43.79,49.93,33.17,59.46,7.1,110.76,cotton
44.96,45.38,29.46,25.12,42.31,6.73,54.57,pulses
64.08,50.05,36.59,20.85,55.43,7.29,78.09,maize
53.41,44.18,38.85,31.01,38.2,6.5,42.63,millets
50.35,32.86,34.54,28.03,40.73,6.39,81.4,millets
83.14,38.11,45.59,21.12,78.31,6.8,202.16,rice
62.39,43.12,52.82,23.83,69.06,6.86,94.58,cotton
87.57,43.31,41.31,30.33,80.08,5.97,192.35,rice
55.91,41.79,60.52,31.22,44.32,6.68,50.16,cotton
58.18,35.64,36.21,28.44,42.87,6.57,48.02,millets
45.73,42.01,29.7,27.28,36.14,7.7,40.3,millets
90.13,46.52,50.37,23.84,83.85,6.63,264.37,sugarcane
46.98,31.34,47.29,34.84,42.1,6.61,111.57,millets
74.65,57.17,36.85,21.02,68.0,6.95,58.61,maize
58.23,36.92,47.85,32.68,41.31,6.43,87.58,cotton
40.71,40.9,34.42,26.07,60.85,6.94,46.37,pulses
47.25,43.08,50.93,24.97,70.5,6.82,131.19,cotton
42.79,55.43,29.48,30.07,61.33,7.45,83.99,groundnut
57.88,54.74,69.84,26.05,57.71,7.49,158.11,cotton
60.27,43.51,42.49,26.71,45.87,6.95,77.73,millets
70.38,45.85,37.67,32.21,68.47,7.43,84.51,maize
65.87,43.38,83.16,29.36,71.54,6.11,179.87,coconut
64.15,47.41,59.02,29.74,63.64,7.55,118.04,cotton
53.39,59.23,37.43,30.59,49.08,6.72,69.16,groundnut
48.15,38.52,50.0,32.6,51.63,7.76,44.09,millets
86.63,46.92,34.62,24.24,74.01,6.13,218.04,rice
49.66,47.03,31.38,31.78,49.1,6.77,23.55,pulses
45.52,28.52,48.12,31.31,57.56,7.5,35.26,millets
36.56,41.68,41.68,29.02,43.22,7.56,85.6,millets
45.72,49.75,40.3,26.55,57.06,7.42,86.32,groundnut
55.57,58.41,48.57,25.64,64.56,7.52,103.12,groundnut
34.95,52.37,44.1,18.74,43.54,7.26,50.89,pulses
57.99,37.3,43.52,20.9,64.88,6.67,45.34,millets
56.26,37.91,58.74,37.79,48.18,7.57,93.02,cotton
56.57,54.51,38.24,19.74,45.93,7.76,120.73,pulses
79.97,52.48,41.8,31.56,51.58,6.46,89.5,maize
89.44,62.48,60.03,24.94,86.92,7.28,182.47,banana
81.39,41.48,54.0,21.93,78.45,6.65,150.41,sugarcane
69.02,44.75,58.57,30.08,70.57,6.79,86.45,cotton
106.44,45.89,52.54,25.68,69.8,6.36,263.35,banana
49.8,55.05,45.53,28.47,50.71,6.47,63.14,cotton
75.15,59.0,52.08,25.95,70.86,6.82,133.85,cotton
72.71,52.13,51.52,30.91,62.48,6.64,78.38,cotton
53.83,56.36,52.2,27.59,59.03,6.71,135.87,cotton
73.62,53.18,56.9,27.79,66.69,6.54,75.38,cotton
39.24,48.24,52.83,30.88,53.09,7.12,20.2,millets
74.29,44.83,50.07,30.2,56.59,6.94,52.79,cotton
53.91,64.83,37.82,30.96,62.31,7.26,53.52,groundnut
35.76,43.08,44.1,32.83,61.25,7.35,53.41,millets
75.68,57.6,40.44,29.38,54.63,7.36,90.49,maize
68.15,49.48,25.75,20.59,53.58,6.72,154.01,maize
43.15,55.0,37.45,28.37,59.59,6.78,83.51,pulses
39.43,61.27,34.94,25.09,67.8,6.69,64.35,groundnut
49.05,53.42,27.5,32.86,77.59,7.48,60.77,groundnut
82.37,52.23,43.11,33.19,75.4,6.2,221.46,rice
39.06,54.01,38.41,23.75,43.49,6.99,96.35,pulses
61.3,52.77,63.63,28.47,56.93,7.1,117.69,cotton
93.8,51.53,60.78,30.79,79.22,6.19,163.78,sugarcane
57.99,36.56,42.17,33.82,61.24,7.41,60.47,millets
90.24,58.54,60.04,26.63,75.83,6.19,221.87,banana
60.38,48.74,59.73,33.82,69.15,7.39,69.65,cotton
60.52,60.41,40.35,26.22,51.87,6.33,84.39,maize
58.57,53.78,55.33,22.32,53.5,7.22,136.23,cotton
36.91,40.54,44.98,33.14,55.85,7.2,52.78,pulses
71.16,41.35,36.5,30.13,90.05,6.33,334.83,rice
42.26,37.66,43.22,26.3,46.24,7.53,75.28,millets
38.11,57.12,51.5,23.73,84.88,5.23,288.03,coffee
67.28,44.95,46.1,22.42,91.94,7.17,191.82,rice
26.52,41.41,43.34,22.05,60.07,7.62,38.65,pulses
25.78,46.66,47.4,22.16,73.11,7.2,87.68,groundnut
62.54,47.68,55.77,24.04,52.4,6.86,121.06,cotton
66.91,28.12,52.12,20.48,37.45,6.5,85.93,millets
25.6,48.0,32.39,28.59,70.32,7.35,54.83,pulses
96.94,52.3,59.82,31.11,79.17,7.43,173.95,sugarcane
85.36,53.16,50.8,23.04,86.17,7.12,120.36,banana
26.58,38.26,40.22,23.79,70.87,7.17,125.42,pulses
62.5,45.51,36.92,31.62,63.04,7.39,77.01,maize
78.76,42.33,39.11,21.96,92.9,6.21,355.33,rice
56.16,38.16,48.69,37.29,57.46,7.7,42.46,millets
82.77,56.21,36.97,22.57,71.37,6.56,131.57,maize
62.15,55.89,49.78,23.38,87.27,6.43,363.29,rice
58.55,49.75,53.6,32.88,51.22,7.53,50.85,cotton
41.69,38.2,36.9,35.77,60.13,7.31,40.59,millets
44.85,52.19,29.61,32.93,43.19,7.58,50.94,pulses
85.86,39.34,41.59,19.66,93.93,7.02,316.81,rice
31.31,48.42,41.29,29.58,51.36,7.6,49.72,pulses
36.83,30.82,53.25,37.47,39.14,7.53,47.7,millets
76.52,51.73,35.85,20.98,75.55,6.06,256.19,rice
43.25,41.42,30.38,19.73,54.79,7.11,89.31,pulses
36.13,63.19,32.64,23.98,65.21,7.22,72.62,groundnut
39.48,46.32,46.56,33.15,40.65,6.83,44.99,millets
35.88,51.16,37.13,28.82,72.25,6.54,105.6,pulses
71.6,54.03,28.01,24.51,63.03,6.23,61.21,maize
59.05,39.11,46.39,31.02,54.01,7.78,118.43,cotton
62.64,61.26,62.12,36.14,43.78,7.01,56.35,cotton
54.19,45.49,61.54,32.08,50.42,7.47,89.57,cotton
63.84,38.63,42.35,23.8,58.23,6.76,87.69,maize
45.94,39.02,37.32,23.33,46.59,6.28,68.63,pulses
51.2,48.63,48.3,32.6,63.46,7.5,75.55,cotton
77.41,51.44,36.83,29.47,83.77,6.15,157.82,rice
45.68,48.3,42.59,19.03,50.92,7.73,98.8,millets
41.63,34.91,36.35,18.06,61.59,6.32,69.77,pulses
95.36,41.74,27.24,30.08,90.99,6.48,254.71,rice
40.4,30.27,35.85,23.43,60.5,6.63,83.51,millets
42.74,60.39,58.99,21.23,73.89,6.1,211.5,coffee
79.33,51.21,38.93,31.03,58.18,6.26,95.99,maize
63.13,42.51,62.06,34.56,54.83,6.71,77.36,cotton
35.71,44.83,34.89,20.23,57.83,6.78,105.03,pulses
41.97,59.86,33.38,25.53,72.57,6.68,88.57,groundnut
68.2,58.99,60.83,30.59,50.14,6.94,113.6,cotton
77.0,47.2,45.79,30.45,79.72,6.04,381.82,rice
33.18,35.73,44.87,22.67,51.6,6.84,135.39,pulses
105.46,56.87,68.02,22.12,94.22,6.6,270.62,banana
40.9,44.09,43.89,28.89,47.06,7.71,60.58,pulses
53.36,53.08,42.99,29.6,67.26,7.09,111.85,cotton
62.68,47.88,39.06,27.69,55.55,7.25,23.97,pulses
39.55,43.96,50.71,23.67,46.92,7.33,107.53,millets
68.82,47.73,39.84,27.37,52.18,7.53,119.71,cotton
42.21,41.63,54.2,28.89,51.85,6.3,73.34,millets
57.38,55.6,52.28,27.62,64.37,6.71,116.75,groundnut
59.53,50.87,59.6,30.33,58.83,7.46,140.34,cotton
74.25,53.78,35.88,23.07,76.24,6.7,242.05,rice
75.84,41.1,48.32,30.65,72.11,6.08,273.36,rice
72.45,46.84,38.69,23.71,83.52,6.54,263.39,rice
29.8,46.47,33.85,32.1,52.85,7.87,38.01,groundnut
75.45,46.57,40.45,27.89,84.77,6.63,274.55,rice
65.67,40.82,38.43,34.26,49.07,6.4,83.82,maize
73.62,51.77,54.35,24.76,54.25,6.26,129.89,cotton
51.36,44.64,64.08,33.55,54.64,6.47,96.06,cotton
80.72,54.05,37.47,31.41,49.74,7.45,79.33,maize
85.45,46.7,34.63,30.71,78.97,6.3,201.63,rice
28.24,53.51,37.24,21.9,73.09,7.25,61.05,groundnut
46.71,49.01,65.94,26.98,47.64,7.3,145.17,cotton
77.88,45.38,42.01,25.48,96.93,6.96,249.3,rice
109.47,56.35,57.52,23.37,69.74,6.87,78.68,sugarcane
43.94,33.66,81.55,32.17,74.84,6.37,112.57,coconut
46.41,53.39,34.22,20.91,64.55,7.01,48.76,pulses
61.91,46.6,60.94,25.74,66.57,7.04,120.89,cotton
27.74,37.95,27.69,24.87,60.86,7.03,80.68,pulses
93.14,46.7,38.01,21.03,53.75,6.36,85.08,maize
76.62,44.05,48.08,30.17,90.67,6.79,192.57,rice
62.47,49.12,31.92,31.33,48.36,7.33,59.23,maize
54.22,59.28,43.67,30.78,59.05,6.73,97.96,maize
34.6,43.78,37.99,27.56,66.17,6.68,63.97,groundnut
33.29,28.73,38.41,24.41,51.86,6.79,56.25,millets
53.32,42.73,58.45,25.83,55.3,6.69,79.32,cotton
71.46,51.38,37.15,30.16,76.57,6.84,156.22,rice
83.6,54.21,38.17,27.67,96.18,6.19,238.91,rice
103.53,56.22,52.49,22.02,70.37,6.88,240.39,sugarcane
47.49,45.41,31.99,28.14,74.0,6.92,43.47,pulses
82.75,53.36,30.84,21.48,74.85,6.65,201.25,rice
68.36,47.57,37.1,24.38,72.69,6.26,195.59,rice
74.32,38.8,49.5,28.27,84.2,6.9,190.69,rice
100.02,39.69,48.52,27.33,61.48,6.3,114.15,sugarcane
43.38,44.72,53.68,29.17,61.74,6.79,126.25,cotton
34.17,42.98,44.11,25.82,47.43,6.78,36.64,pulses
41.81,57.2,32.98,25.21,53.0,7.76,133.54,pulses
49.57,56.3,47.21,32.19,55.53,7.43,82.59,cotton
52.55,47.0,51.38,20.35,56.36,7.17,39.12,millets
77.85,48.6,37.02,19.42,59.35,7.55,75.31,maize
51.51,53.55,64.13,28.48,52.71,6.49,67.27,cotton
63.75,48.51,59.69,27.24,52.49,6.79,90.22,cotton
65.71,46.64,63.91,32.44,64.88,6.92,169.64,cotton
72.62,50.64,48.42,28.3,44.68,6.64,72.94,cotton
44.84,40.01,29.49,22.31,55.52,7.68,51.71,millets
61.37,28.55,38.93,36.21,48.23,7.18,52.27,millets
42.87,36.46,46.16,34.65,40.84,6.13,66.75,millets
